ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q1,Q2,Q3,SC0,SC1,SC2
135,,Female,,"Indian, Indian Scottish or Indian British","Postgraduate Qualification, Masters",Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree Somewhat,Disagree,Somewhat Disagree,Agree,Agree,Agree,Agree Somewhat,Agree,Agree,Strongly Disagree,Don't Agree or Disagree,Agree,Agree,Agree,Agree,Agree,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree,Disagree,Agree Somewhat,Agree,Disagree,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Characteristic of me,Characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Characteristic of me,Disagree,Disagree,Disagree,39,144,106
136,18-33,Male,Female,Other British,Undergraduate Degree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree Somewhat,Agree Somewhat,Disagree,Agree Somewhat,Agree,Don't Agree or Disagree,Agree,Agree Somewhat,Agree,Strongly Agree,Don't Agree or Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Don't Agree or Disagree,Strongly Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Agree,Agree Somewhat,Strongly Agree,Somewhat Disagree,Agree Somewhat,Somewhat Disagree,Strongly Agree,Agree Somewhat,Strongly Agree,Disagree,Extremely uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Characteristic of me,Extremely characteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Disagree,Disagree,Disagree,60,159,114
137,18-33,Female,,Other white ethnic group,Undergraduate Degree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Don't Agree or Disagree,Strongly Disagree,Agree Somewhat,Agree,Strongly Disagree,Agree Somewhat,Agree,Strongly Agree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Disagree,Agree Somewhat,Disagree,Don't Agree or Disagree,Don't Agree or Disagree,Strongly Disagree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Agree,Agree Somewhat,Disagree,Agree Somewhat,Strongly Agree,Agree,Agree,Disagree,Agree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Disagree,Disagree,Mostly disagree,45,128,66
139,18-33,Male,Prefer not to say,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Don't Agree or Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Don't Agree or Disagree,Agree,Disagree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Don't Agree or Disagree,Agree,Agree,Don't Agree or Disagree,Agree,Don't Agree or Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Don't Agree or Disagree,Agree,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Uncharacteristic of me,Agree,Agree,Agree,39,146,99
140,18-33,Female,Female,"Black, Black Scottish or Black British","Postgraduate Qualification, Masters",Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Strongly disagree,Agree,Agree Somewhat,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree Somewhat,Agree,Agree Somewhat,Agree,Agree Somewhat,Disagree,Agree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Disagree,Don't Agree or Disagree,Agree Somewhat,Don't Agree or Disagree,Agree,Agree Somewhat,Somewhat Disagree,Don't Agree or Disagree,Extremely uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Characteristic of me,Somewhat characteristic of me,Characteristic of me,Uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Mostly disagree,Mostly disagree,Mostly disagree,36,147,98
141,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Disagree,Strongly Disagree,Agree Somewhat,Don't Agree or Disagree,Agree,Agree,Strongly Agree,Don't Agree or Disagree,Strongly Disagree,Don't Agree or Disagree,Agree,Agree Somewhat,Somewhat Disagree,Agree Somewhat,Somewhat Disagree,Strongly Disagree,Agree Somewhat,Disagree,Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Agree Somewhat,Agree Somewhat,Disagree,Agree Somewhat,Agree Somewhat,Disagree,Agree Somewhat,Extremely uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Mostly agree,Mostly agree,Mostly agree,46,109,86
142,,Female,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly Agree,Somewhat Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree Somewhat,Agree Somewhat,Strongly Agree,Don't Agree or Disagree,Agree Somewhat,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree Somewhat,Strongly Agree,Agree,Strongly Disagree,Agree,Don't Agree or Disagree,Agree,Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Agree Somewhat,Somewhat characteristic of me,Neither characteristic nor uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Uncharacteristic of me,Extremely characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,,Uncharacteristic of me,Mostly agree,Agree,Agree,70,136,104
143,,,,,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree Somewhat,Agree,Agree Somewhat,Agree,Agree Somewhat,Agree,Agree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Somewhat Disagree,Somewhat Disagree,Agree,Disagree,Agree Somewhat,Strongly Agree,Somewhat Disagree,Disagree,Agree,Agree,Somewhat Disagree,Agree Somewhat,Disagree,Somewhat Disagree,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Characteristic of me,Characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Somewhat uncharacteristic of me,Strongly disagree,Strongly disagree,Strongly disagree,40,138,104
144,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree Somewhat,Agree Somewhat,Agree Somewhat,Agree,Somewhat Disagree,Strongly Agree,Agree,Don't Agree or Disagree,Somewhat Disagree,Agree,Disagree,Agree,Somewhat Disagree,Strongly Agree,Agree Somewhat,Disagree,Agree Somewhat,Agree Somewhat,Don't Agree or Disagree,Somewhat Disagree,Don't Agree or Disagree,Agree,Somewhat Disagree,Don't Agree or Disagree,Agree Somewhat,Agree Somewhat,Agree,Don't Agree or Disagree,Somewhat Disagree,Somewhat Disagree,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Disagree,Disagree,Disagree,25,135,56
145,18-33,Female,Female,"Indian, Indian Scottish or Indian British",Undergraduate Degree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Agree Somewhat,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Somewhat Disagree,Agree,Agree Somewhat,Don't Agree or Disagree,Disagree,Agree,Agree Somewhat,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree Somewhat,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Neither characteristic nor uncharacteristic of me,Characteristic of me,Somewhat uncharacteristic of me,Uncharacteristic of me,Somewhat characteristic of me,Uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Extremely uncharacteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Somewhat uncharacteristic of me,Somewhat characteristic of me,Somewhat characteristic of me,Extremely uncharacteristic of me,Uncharacteristic of me,Uncharacteristic of me,Characteristic of me,Neither characteristic nor uncharacteristic of me,Somewhat characteristic of me,Extremely characteristic of me,Extremely characteristic of me,Somewhat uncharacteristic of me,Extremely characteristic of me,Uncharacteristic of me,Mostly disagree,Mostly agree,Mostly agree,58,141,101
