ID,Q1,Q2,Q3,Q4,Q5,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Introduction,Equality,Need,Equity,Entitlement,Q1,Q2,Q3,Q4,Q5,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q26,Q27,Q28,Q29,Q30,Q31,Q32,Q33,Q1,Q2,Q3,Q4,Q4_5_TEXT,Q5,Q5_4_TEXT,Q6,Q6_4_TEXT,Q7,Q8,Q9,Q10,Q10_9_TEXT,Q11.1,Q11.2,Q11.3,Q11.4,Q11.5,Q11.6,Q11.7,Q11.8,Q11.9,Q11.10,Q11.11,Q11.12,Q12.1,Q12.2,Q12.3,Q12.4,Q12.5,Q12.6,Q12.7,Q12.8,Q12.9,SC0,SC1,SC2
87,18-33,Female,Female,Other British,Undergraduate Degree,Agree,Undecided,Undecided,Agree,Undecided,Disagree,Agree,Undecided,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Agree,Undecided,Agree,Strongly Disagree,Agree,Strongly Agree,Agree,Neither agree nor disagree,Disagree,Agree,Disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Eat all animal products,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,Yes,,Vegan,1-2 months,Yes,Plant-Based Diet,,Disagree,Disagree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Disagree,Not Sure,Disagree,Agree,Agree,Agree,Agree,Not Sure,Disagree,Agree,92,15,26
88,,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Agree,Undecided,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Undecided,Undecided,Agree,Strongly Agree,Agree,Undecided,Strongly Agree,Disagree,Disagree completely,Disagree,Agree completely,Disagree completely,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,15 minutes,,No,,No,,Vegetarian with fish products,Less than 1 week,Yes,I have never been on a diet,,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Strongly Agree,Strongly Agree,74,11,27
89,18-33,Female,Female,Other white ethnic group,Undergraduate Degree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Undecided,Disagree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Undecided,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree completely,Agree completely,Agree completely,Agree,Disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Yes,,Yes,,Vegetarian,6 months or more,Yes,Vegetarian Diet,,Disagree,Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Strongly Agree,Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,108,21,24
90,,Male,Male,Other white ethnic group,Undergraduate Degree,Agree,Disagree,Undecided,Disagree,Strongly Agree,Strongly Agree,Undecided,Strongly Agree,Disagree,Undecided,Agree,Disagree,Undecided,Undecided,Agree,Agree,Disagree,Undecided,Undecided,Disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,No,,No,,Vegan,Less than 1 week,No,I have never been on a diet,,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Not Sure,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,71,17,29
91,33-48,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Strongly Agree,Agree,Undecided,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Disagree,Undecided,Disagree,Agree,Disagree,Strongly Disagree,Undecided,Strongly Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,Other (please specify),"Depends on how deeply we aim to educate the person; we can cover the basics in 5min, but to give a proper considered explanation would take 30 min minimum ",Other (please specify),I am not a certified dietitian to be in a position to recommend any diet to anybody ,No,,Vegan,,No,I have never been on a diet,,Disagree,Disagree,Disagree,Agree,Not Sure,Agree,Disagree,Agree,Not Sure,Agree,Disagree,Not Sure,Not Sure,Disagree,Disagree,Disagree,Agree,Not Sure,Not Sure,Strongly Disagree,Strongly Disagree,85,15,23
92,18-33,Female,,,,Strongly Agree,Undecided,Agree,Agree,Undecided,Disagree,Disagree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegan,2-4 weeks,Yes,Mediterranean Diet,,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Not Sure,Agree,Strongly Agree,Agree,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,93,18,23
93,18-33,Female,Female,Other white ethnic group,Undergraduate Degree,Agree,Strongly Disagree,Agree,Agree,Undecided,Undecided,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Undecided,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Do not eat red/white meat, but DO eat fish","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Other (please specify),"No, because many people require specific nutritional things that they can't get from a vegan diet based on their health status. We should all be able to make our own choices!",No,,Vegan,1-2 months,Yes,Plant-Based Diet,,Agree,Strongly Disagree,Strongly Disagree,Agree,Not Sure,Agree,Not Sure,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Not Sure,Not Sure,Strongly Agree,Not Sure,Not Sure,Disagree,Agree,94,17,19
94,33-48,Female,,"Chinese, Chinese Scottish or Chinese British",PhD or other professional qualification,Strongly Agree,Undecided,Agree,Strongly Agree,Undecided,Strongly Agree,Undecided,Agree,Undecided,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Undecided,Undecided,Strongly Agree,Agree,Undecided,Strongly Agree,Agree completely,Disagree completely,Disagree completely,Agree,Neither agree nor disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,Other (please specify),Depend on the person,Maybe,,Maybe,,Vegetarian with fish products,2-4 weeks,Maybe,Vegetarian Diet,,Strongly Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,88,14,23
96,18-33,Female,Female,,,Strongly Agree,Undecided,Undecided,Strongly Agree,Agree,Undecided,Undecided,Agree,Disagree,Agree,Agree,Disagree,Undecided,Disagree,Undecided,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree completely,Agree,Neither agree nor disagree,Disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Maybe,,No,,Vegan,1-2 months,No,I have never been on a diet,,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Disagree,Not Sure,85,14,25
97,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Disagree,Undecided,Strongly Disagree,Disagree,Disagree,Undecided,Undecided,Disagree,Undecided,Agree,Undecided,Disagree,Strongly Disagree,Undecided,Undecided,Agree,Undecided,Undecided,Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,Other (please specify),No idea,Maybe,,Other (please specify),Not sure,Vegetarian,6 months or more,Maybe,I have never been on a diet,,Not Sure,Not Sure,Agree,Strongly Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Disagree,Not Sure,Strongly Agree,Not Sure,Strongly Agree,Agree,Not Sure,Not Sure,86,16,25
98,33-48,Male,,"African, African Scottish or African British","Postgraduate Qualification, Masters",Strongly Agree,Undecided,Undecided,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Undecided,Undecided,Undecided,Undecided,Undecided,Undecided,Agree completely,Agree,Agree,Agree,Agree,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,50 minutes,,No,,No,,Vegetarian,Less than 1 week,Maybe,Vegan Diet,,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,85,21,27
99,18-33,Female,Female,Irish,"Postgraduate Qualification, Masters",Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Undecided,Disagree,Undecided,Disagree,Strongly Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,Yes,,Vegetarian,6 months or more,Yes,Vegetarian Diet,,Disagree,Disagree,Not Sure,Agree,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Not Sure,Agree,Disagree,Agree,107,18,27
100,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",,Strongly Agree,Disagree,Undecided,Strongly Agree,Disagree,Disagree,Undecided,Agree,Undecided,Strongly Agree,Undecided,Agree,Disagree,Undecided,Agree,Agree,Undecided,Undecided,Undecided,Agree,Agree completely,Disagree,Disagree,Agree,Disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,No,,No,,Vegetarian,Less than 1 week,Maybe,I have never been on a diet,,Agree,Agree,Not Sure,Agree,Disagree,Agree,Not Sure,Agree,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Disagree,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,Not Sure,82,15,25
101,,Female,Female,,,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Undecided,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Undecided,Undecided,Agree,Agree,Undecided,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,15 minutes,,Maybe,,No,,Vegetarian with fish products,Less than 1 week,Maybe,I have never been on a diet,,Not Sure,Agree,Not Sure,Agree,Not Sure,Not Sure,Agree,Agree,Not Sure,Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Agree,Agree,Agree,Not Sure,Agree,Agree,86,16,24
103,18-33,Female,,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Undecided,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Neither agree nor disagree,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,No,,No,,Vegan,Less than 1 week,No,Mediterranean Diet,,Strongly Agree,Not Sure,Not Sure,Agree,Agree,Agree,Disagree,Agree,Not Sure,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,79,15,24
105,18-33,Female,,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Undecided,Agree,Undecided,Strongly Agree,Agree,Strongly Agree,Agree,Undecided,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree completely,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat red/white meat, fish, dairy, and eggs",Similar to a vegan/vegetarian diet,50 minutes,,No,,No,,Vegetarian with fish products,Less than 1 week,No,I have never been on a diet,,Agree,Agree,Not Sure,Agree,Not Sure,Not Sure,Disagree,Agree,Strongly Agree,Agree,Agree,Not Sure,Disagree,Not Sure,Disagree,Agree,Agree,Not Sure,Disagree,Agree,Not Sure,85,17,23
106,18-33,Female,Female,Other white ethnic group,"Postgraduate Qualification, Masters",Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree completely,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,Other (please specify),"depends on a person, some may need all life ",Other (please specify),Not sure what plan-based diet is ,No,,Vegetarian,Less than 1 week,No,I have never been on a diet,,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Not Sure,Agree,Not Sure,Disagree,Not Sure,Disagree,Not Sure,Agree,Disagree,Not Sure,Agree,Disagree,Disagree,97,15,28
107,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British",Undergraduate Degree,Strongly Agree,Undecided,Undecided,Strongly Agree,Strongly Disagree,Undecided,Agree,Agree,Disagree,Disagree,Agree,Disagree,Undecided,Agree,Agree,Agree,Undecided,Undecided,Agree,Agree,Agree,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,50 minutes,,Maybe,,No,,Vegan,Less than 1 week,No,I have never been on a diet,,Not Sure,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Not Sure,Agree,Agree,Not Sure,Strongly Agree,Agree,Not Sure,Agree,Agree,Agree,Agree,Agree,Not Sure,Agree,Not Sure,81,14,23
108,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Strongly Agree,Undecided,Disagree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Undecided,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Undecided,Disagree,Agree,Agree completely,Disagree,Neither agree nor disagree,Agree completely,Neither agree nor disagree,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,Other (please specify),couple weeks maybe,Other (please specify),Depends on personal constitution,Yes,,Vegetarian with fish products,3-5 months,Yes,Plant-Based Diet,,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Not Sure,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Disagree,Not Sure,Disagree,Not Sure,Agree,Agree,Not Sure,Not Sure,Strongly Disagree,Disagree,85,18,25
109,18-33,Female,,Mixed or Multiple Ethnic Groups,Undergraduate Degree,Agree,Undecided,Agree,Agree,Undecided,Disagree,Undecided,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Undecided,Disagree,Agree,Strongly Disagree,Undecided,Agree,Agree,Neither agree nor disagree,Agree,Agree,Disagree,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Meat is limited or excluded,15 minutes,,Maybe,,Yes,,Vegan,6 months or more,Yes,Mediterranean Diet,,Disagree,Strongly Disagree,Not Sure,Agree,Not Sure,Not Sure,Not Sure,Agree,Agree,Agree,Not Sure,Not Sure,Agree,Disagree,Disagree,Not Sure,Disagree,Not Sure,Not Sure,Disagree,Strongly Agree,95,17,23
110,18-33,Female,Female,"Chinese, Chinese Scottish or Chinese British","Postgraduate Qualification, Masters",Agree,Agree,Undecided,Undecided,Agree,Agree,Disagree,Undecided,Disagree,Agree,Disagree,Undecided,Agree,Undecided,Agree,Agree,Disagree,Agree,Disagree,Undecided,Agree,Neither agree nor disagree,Disagree,Agree,Neither agree nor disagree,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,30 minutes,,Maybe,,Yes,,Vegan,2-4 weeks,Yes,Vegetarian Diet,,Disagree,Disagree,Not Sure,Agree,Agree,Agree,Disagree,Not Sure,Agree,Disagree,Disagree,Disagree,Not Sure,Disagree,Agree,Not Sure,Disagree,Not Sure,Disagree,Disagree,Agree,68,16,25
111,18-33,Female,,Other British,Undergraduate Degree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Undecided,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Agree,Undecided,Strongly Agree,Strongly Disagree,Agree,Agree,Agree completely,Agree,Agree completely,Agree,Disagree,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Do not eat red/white meat, fish, dairy, and eggs","Do not eat any meat (including red/white meat, fish), but DO eat other animal products (including dairy and eggs)",Similar to a vegan/vegetarian diet,5 minutes,,Yes,,Yes,,Vegan,6 months or more,Yes,Vegetarian Diet,,Disagree,Disagree,Disagree,Strongly Agree,Not Sure,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,103,20,24
